"1-1";"2-1";"3-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"6-4";"1-5";"2-5";"3-5";"4-5";"5-5";"6-5";"1-6";"2-6";"3-6";"4-6";"5-6";"6-6";"7-7";"8-7";"9-7";"7-8";"8-8";"9-8";"7-9";"8-9";"9-9";"10-10";"11-10";"10-11";"11-11"
"82";0.9;0.9;1.1;1;1;1.1;0.9;1;0.9;0.9;1.1;1;1;1.1;1.1;0.9;NA;1.1;1.1;0.9;0.9;0.9;0.9;1.1;1;1;0.9;1.1;1;0.9;0.9;1;1;1;1.1;1.1;1;1;0.9;1.1;1.1;1.1;1;0.9;0.9;1;1.1;1.1;1
"83";1.1;1.1;0.9;1;0.9;0.9;1.1;0.9;0.9;1.1;1;0.9;0.9;0.9;1;1.1;1.1;1.1;1;1;1.1;1.1;1;1;1;1.1;1.1;0.9;1;1;0.9;0.9;1;0.9;1;0.9;0.9;1;1.1;1;1.1;1.1;1;0.9;1.1;1;1;1.1;0.9
"84";1.1;1.1;1.1;0.9;1;1.1;1.1;1;0.9;0.9;1;1.1;0.9;1;0.9;0.9;1.1;0.9;0.9;0.9;1;1;0.9;1;1.1;1;1;1.1;1;1;1;1.1;1.1;1.1;1.1;1.1;0.9;1;1;1.1;0.9;1;0.9;1;1.1;0.9;1;0.9;0.9
"85";0.9;1;0.9;1.1;1;0.9;0.9;1.1;0.9;1;0.9;1;1;0.9;0.9;0.9;1.1;1.1;1.1;1;1;0.9;0.9;1;0.9;0.9;1.1;0.9;1.1;1;1;1;0.9;1.1;1.1;1.1;0.9;1;1;1.1;1.1;1;1;1.1;1;1.1;1;1.1;1.1
"86";1;0.9;1.1;1.1;1.1;1;1.1;0.9;0.9;1;1.1;0.9;1.1;0.9;0.9;1;NA;0.9;1;1.1;0.9;1;0.9;1;0.9;1.1;1.1;1;1.1;0.9;1.1;1.1;1.1;0.9;1;1;1;1.1;1;0.9;1;1.1;1;0.9;1;0.9;0.9;1.1;1
"87";1.1;0.9;1.1;0.9;0.9;1;1;0.9;1;1.1;0.9;1.1;1;1.1;0.9;1.1;1.1;1;1.1;1.1;1.1;0.9;0.9;1;1.1;1.1;1;1.1;1.1;1.1;1;1;0.9;1;0.9;1;0.9;1;1;0.9;1;1;1;0.9;1.1;0.9;1;0.9;0.9
"88";0.9;1;1.1;1.1;1.1;1;1;1;1.1;0.9;1;1;1.1;1;1.1;1.1;1.1;1.1;1;1;1.1;0.9;0.9;1;1;0.9;1.1;1.1;1;0.9;0.9;1.1;1;0.9;0.9;1.1;1;1;0.9;0.9;0.9;0.9;0.9;1;1;1.1;0.9;0.9;1.1
"89";1.1;1;1.1;1;1;1.1;0.9;1.1;1.1;1;1;1;1;1;0.9;0.9;0.9;1;1.1;1.1;1;0.9;1;1.1;0.9;1;0.9;1;1.1;0.9;1.1;0.9;0.9;1.1;1.1;1;0.9;0.9;1.1;0.9;0.9;0.9;1;1.1;1;1.1;1.1;1;0.9
"90";0.9;1.1;1.1;1;0.9;1.1;0.9;1;1;0.9;0.9;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;1;1.1;1;1.1;1;0.9;1;0.9;1;1;1;1;1;1.1;1.1;1;1.1;1.1;1;0.9;1.1;1.1;0.9;1;0.9;1;0.9;1;0.9;0.9
"91";1;1;0.9;1;0.9;1;1;0.9;1;0.9;1.1;0.9;0.9;1.1;1;1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1.1;1.1;0.9;1.1;1.1;1;1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1;1;1;1;1.1;1;1.1;1;1.1;1.1;0.9;1
"92";1;1;0.9;1;1;0.9;0.9;1.1;1;0.9;0.9;1.1;1.1;1;1;1;1.1;1.1;1;0.9;1;0.9;1;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9;1;1.1;0.9;0.9;1.1;1.1;1.1;1.1;1;0.9;1;1.1;1.1;1;0.9;1.1;1
"93";1;0.9;1.1;0.9;1;1;1.1;1;0.9;1.1;1.1;0.9;1.1;1;1.1;1;0.9;0.9;1.1;1.1;0.9;1.1;1;1.1;1;1.1;1.1;0.9;1;1;1.1;1;0.9;0.9;1.1;0.9;1;1;0.9;1;0.9;0.9;1.1;1.1;0.9;1;1;0.9;1
"94";1;0.9;1;0.9;0.9;1;0.9;0.9;0.9;0.9;1;1.1;1.1;1;1;0.9;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;1.1;1.1;1;1;1.1;1.1;1.1;1.1;1.1;1;1;1;0.9;1.1;0.9;1;1.1;1;1;1.1;1;1.1;1;0.9;0.9
"95";1.1;0.9;1;1;1.1;1;1.1;0.9;0.9;1.1;1;1;1.1;1.1;1;1;NA;1.1;1.1;1;0.9;1;1;0.9;1;0.9;0.9;1.1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;0.9;0.9;0.9;1;1.1;1;0.9;1.1;1;1.1;1.1;1;0.9;1
"96";1.1;0.9;1.1;1;1;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;0.9;1;1;NA;1;0.9;1;0.9;0.9;1;1.1;1.1;1.1;1.1;1;1.1;0.9;1;1.1;1.1;0.9;1;1;1;1.1;1.1;0.9;1;0.9;1.1;0.9;1;1.1;0.9;1;0.9
"97";1;1;1.1;1;1.1;1.1;1;1.1;1.1;1;1.1;1;1;0.9;1;0.9;0.9;0.9;0.9;1.1;1;1;0.9;1.1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1;1.1;0.9;0.9;1;0.9;1;1;1.1;1.1;0.9;1;1;0.9;1.1;0.9;1.1;1
"98";1.1;1.1;1.1;1.1;1;1;1.1;1;0.9;0.9;1.1;1;1.1;1.1;0.9;1;NA;1.1;1;1;0.9;1;1.1;1;1.1;0.9;1;1.1;1;1;0.9;1.1;1;0.9;0.9;0.9;0.9;0.9;0.9;0.9;1;1;1;1.1;1.1;0.9;0.9;1.1;0.9
"99";0.9;1;0.9;0.9;0.9;1.1;1.1;1;1;1;1;1.1;1.1;1;0.9;1.1;1.1;1.1;0.9;0.9;1.1;1;1.1;0.9;1.1;1;1.1;1;1.1;0.9;1;1.1;0.9;0.9;1;1;0.9;1;0.9;1.1;0.9;1;0.9;1;1.1;1;0.9;1.1;1
"100";0.9;1;0.9;0.9;1;1;1;1;1.1;1;1;0.9;1;1;0.9;1.1;1.1;0.9;1;1;1.1;1;0.9;1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;1;1.1;1;0.9;1.1;1;1.1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1
"101";1.1;1.1;0.9;1.1;1;1;0.9;1;0.9;0.9;1;1.1;1.1;1.1;0.9;1.1;NA;1;0.9;1;1;1.1;1;0.9;1.1;1;0.9;0.9;0.9;1.1;1;1.1;0.9;1;1.1;1.1;0.9;1;1.1;1.1;0.9;1;0.9;1;0.9;0.9;1.1;1;1
"102";1.1;1;1;1.1;1.1;1.1;0.9;0.9;1;1.1;0.9;1;1;0.9;1;1;1.1;0.9;0.9;1.1;1;1.1;1.1;1;0.9;0.9;1;1.1;1.1;0.9;1;0.9;1;0.9;0.9;1;0.9;1;1.1;1.1;1.1;0.9;1;1;0.9;1.1;1;1.1;0.9
"103";0.9;1.1;1;1.1;1;0.9;1;0.9;0.9;1.1;1.1;1.1;1.1;0.9;0.9;0.9;NA;1;1;1;0.9;1.1;1.1;1;1;1.1;0.9;1;0.9;1;1.1;1;1;0.9;1;0.9;1;1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1.1;1;1.1;1.1
"104";1;1;1;1.1;0.9;1;1.1;0.9;1.1;0.9;0.9;0.9;0.9;0.9;1.1;1;1.1;1;0.9;0.9;1;1.1;1;1;1;1.1;1.1;1.1;1;1;1;1.1;0.9;1;0.9;1;1.1;1.1;1;0.9;0.9;0.9;0.9;1.1;1.1;0.9;1;1.1;1.1
"105";1.1;1;0.9;1.1;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;1;1.1;1;0.9;1.1;0.9;1;1.1;1.1;1.1;1.1;0.9;1;1;0.9;1;1;1;1;0.9;1;0.9;0.9;1.1;0.9;1;1;0.9;1.1;1.1;0.9;1.1;1;1;1.1;1;0.9
"106";0.9;0.9;1.1;0.9;1.1;1;0.9;1;1;1.1;1;1;0.9;1.1;0.9;1.1;1.1;1.1;1;1;1;1.1;0.9;1.1;1.1;0.9;1.1;1.1;1.1;0.9;1;1;0.9;1;1;1;0.9;1.1;1.1;0.9;1;1;0.9;1;0.9;0.9;1.1;1;0.9
"107";1;1.1;1;1.1;0.9;1.1;1;1;1;1.1;1.1;1;1.1;1;1;1.1;NA;1;1.1;0.9;0.9;0.9;0.9;1;0.9;1.1;0.9;0.9;1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1;0.9;1.1;1;1;1.1;1.1;1.1;1;0.9;0.9;1
"108";1;1;1.1;1;1;1;0.9;0.9;0.9;0.9;1;1;0.9;0.9;0.9;1;1.1;0.9;1.1;0.9;1.1;1.1;1;0.9;1.1;1;1.1;0.9;1.1;1;1.1;1.1;1;1;1;1.1;1.1;1.1;1.1;0.9;0.9;1;0.9;1.1;1.1;1;1;0.9;0.9
"109";0.9;0.9;1.1;1;1;1.1;1;0.9;1;0.9;0.9;1.1;1.1;1;1.1;0.9;0.9;0.9;1;1.1;1.1;0.9;1.1;1.1;0.9;1;1;0.9;1;0.9;0.9;1;1.1;1;1.1;1;0.9;1;1;1;1.1;1;0.9;1.1;1.1;0.9;1.1;1.1;1
"110";1;1.1;1.1;1.1;0.9;1;0.9;1;0.9;0.9;1;1;1;1;1;0.9;NA;0.9;1;1;0.9;1.1;1;0.9;1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;1.1;0.9;1;1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;1.1;1.1;1;0.9;1
"111";0.9;1;1.1;0.9;0.9;1.1;1;1;1.1;0.9;0.9;1;1;1.1;1;1.1;1.1;0.9;1;1.1;1;1.1;0.9;1;1.1;0.9;1;0.9;0.9;1;1;1;0.9;1;0.9;1.1;1;1.1;0.9;1.1;1.1;1;0.9;1;0.9;1.1;1.1;1.1;0.9
"112";0.9;1.1;1.1;1.1;1;1;1.1;1;1.1;1;0.9;1.1;1;1.1;1;1.1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1.1;0.9;0.9;1;1;1;1;1;0.9;1;0.9;0.9;1;0.9;1.1;1.1;1;1;1;0.9;1.1;1;1.1;0.9;0.9
"113";1;1;0.9;1;1;0.9;1;1;0.9;1;1;1.1;1.1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1;1.1;1.1;1.1;1;1;0.9;1.1;1.1;1;0.9;1.1;1.1;1;1;1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;1;1.1;1.1;1;0.9;0.9
"114";0.9;0.9;1;0.9;0.9;0.9;0.9;1.1;1;1.1;0.9;1.1;1;1;0.9;1;NA;1.1;1.1;0.9;1.1;1.1;1;0.9;0.9;1;0.9;1.1;1.1;1.1;1;1;0.9;1;1.1;0.9;1;1.1;1;1.1;1;1.1;1.1;1;0.9;0.9;1.1;1;1
"115";0.9;1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;0.9;0.9;1;1;1.1;1.1;0.9;1.1;1.1;1;1;1.1;1.1;0.9;0.9;1.1;1.1;1;1;1.1;0.9;0.9;1;1;1;1.1;0.9;0.9;1;1.1;1;1;1;1;1;0.9;1;1.1
"116";1;1;1.1;0.9;1.1;1;0.9;1.1;1.1;1;1.1;1.1;1;0.9;1;0.9;1.1;1;0.9;1.1;0.9;1;1;1;1;1.1;1;1;0.9;0.9;1;1.1;0.9;1.1;1.1;1;1.1;1;0.9;1.1;0.9;0.9;0.9;1;0.9;0.9;1.1;1.1;0.9
"117";1.1;0.9;1;1;0.9;1.1;0.9;0.9;0.9;1.1;1;1;0.9;0.9;1;1;0.9;0.9;1;0.9;1.1;1.1;1;1;1.1;1.1;1;0.9;1.1;1;1;1.1;0.9;1.1;1.1;1.1;1;1.1;0.9;1.1;1;1;0.9;0.9;1.1;1;0.9;1.1;1
"118";0.9;0.9;1.1;1.1;1.1;0.9;1;1.1;1;1.1;0.9;1.1;1;1;1;0.9;0.9;1.1;1.1;1.1;1;1;1.1;0.9;0.9;0.9;1.1;1;1;1;1;1.1;1;0.9;1.1;1;1.1;0.9;1;1.1;0.9;1;1;0.9;1;0.9;1.1;0.9;0.9
"119";1.1;1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1.1;1.1;1;1;0.9;1;1.1;1.1;1.1;0.9;1;1;1;1;1;1.1;1;0.9;1;1.1;1;1.1;0.9;1;0.9;1;1;0.9;0.9;1;1.1;0.9;1.1;1.1;1;1.1;0.9;0.9;1.1;0.9
"120";1.1;1.1;1;1;1.1;1;0.9;0.9;1.1;0.9;0.9;0.9;0.9;1.1;0.9;1;NA;0.9;1;1.1;1;0.9;1.1;1.1;1;1.1;1;0.9;1;1.1;0.9;0.9;1.1;1;1.1;1.1;0.9;1;0.9;1;1.1;1.1;1;1;0.9;0.9;1;1.1;1
"121";0.9;0.9;1.1;1.1;1;0.9;1;1.1;1.1;0.9;1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;1;1;1;0.9;1;1;1;1.1;1;1;0.9;1.1;0.9;1;1;0.9;0.9;0.9;0.9;1;1.1;1.1;1;0.9;1.1;1.1;1;1;1.1;1.1;1.1
"122";1.1;0.9;1.1;1;1;1;1.1;0.9;1.1;1;0.9;1;1.1;0.9;1;0.9;1.1;1.1;1;1;0.9;1.1;0.9;0.9;1;0.9;0.9;1.1;0.9;1;1.1;0.9;1;1;1.1;1.1;1;1;1.1;1.1;0.9;0.9;1.1;1;0.9;1.1;1;0.9;1
"123";1;0.9;1;0.9;1.1;1;1.1;0.9;1.1;1.1;1;1;0.9;1;1;1.1;1.1;1;1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;0.9;1;1.1;1;0.9;1.1;0.9;0.9;1;1.1;1;0.9;0.9;1;1;1.1;0.9;1;1.1;1;1.1
"124";1;1.1;0.9;0.9;1.1;1;0.9;1.1;1.1;1;1.1;1;0.9;1;1.1;1;NA;1.1;0.9;1;1;1.1;0.9;1.1;1;1.1;0.9;0.9;1;0.9;0.9;1.1;0.9;0.9;1;1.1;1.1;0.9;1.1;1.1;1;1;1;0.9;1.1;0.9;0.9;1;1
"125";0.9;1;1.1;1;1.1;1.1;1.1;1.1;1.1;0.9;1;1;1;0.9;1;1.1;0.9;0.9;0.9;1;1;1.1;0.9;1;1;1.1;1;1.1;0.9;0.9;1.1;1.1;0.9;1;0.9;1.1;1;1.1;1;0.9;1;1.1;1;0.9;0.9;1.1;0.9;0.9;1
"126";0.9;0.9;0.9;1;0.9;1;1;1.1;0.9;0.9;1;1.1;1;1.1;1.1;1;1.1;0.9;1;0.9;1;1.1;1.1;1;1.1;1.1;1;1;1;1;1.1;0.9;1.1;1;0.9;0.9;0.9;0.9;1.1;0.9;1;0.9;1.1;1.1;1;1;1.1;1.1;0.9
"127";1;1.1;1;1.1;1.1;1;1.1;1.1;1.1;1.1;1;1;1.1;1.1;0.9;1.1;NA;1;1;1;0.9;0.9;1.1;1;0.9;1;0.9;0.9;0.9;0.9;1.1;1;1;1.1;0.9;0.9;1;0.9;1;0.9;0.9;1.1;1.1;1;1.1;0.9;0.9;1;0.9
"128";1;1;1;1;1;1.1;1.1;1.1;1.1;1;1.1;1.1;0.9;1.1;1.1;1;0.9;1;0.9;1;1;0.9;0.9;0.9;0.9;1.1;1.1;1;1.1;1;1.1;1;0.9;0.9;1.1;0.9;1.1;0.9;0.9;1;0.9;0.9;1.1;0.9;1.1;0.9;1;1;1
"129";0.9;1;1.1;0.9;1;1;1.1;1.1;1;0.9;1.1;1.1;1;0.9;0.9;1.1;0.9;1;1.1;1.1;1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1;1;1;1;0.9;1;1;1.1;1.1;1.1;0.9;1;0.9;1;1;0.9;1
"130";1;1;1.1;0.9;1;1.1;1.1;0.9;1;1.1;1.1;0.9;1;1;1.1;1.1;1.1;1;0.9;0.9;0.9;1;0.9;1.1;1.1;0.9;1;1;0.9;1;0.9;1.1;0.9;0.9;0.9;1;1.1;1.1;1.1;1.1;1;0.9;0.9;1;0.9;1;1.1;1;1
"131";1;0.9;1;1;1;1;0.9;1.1;1.1;1;1.1;1;0.9;1.1;0.9;1.1;1.1;1;0.9;1;1;0.9;1;1;1.1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;1;0.9;1.1;0.9;0.9;1;1.1;1.1;1;0.9;1;1.1;1;0.9
"132";1;1;1.1;0.9;1;1.1;0.9;1.1;1;1;1.1;0.9;1;1;0.9;1.1;1.1;1.1;1.1;1;0.9;0.9;1;1;1;1.1;1.1;0.9;0.9;0.9;1.1;1.1;0.9;1;0.9;0.9;1;1;1;1.1;0.9;0.9;0.9;0.9;1;1;1.1;1.1;1.1
"133";1;1.1;1;0.9;1.1;0.9;1;0.9;1;0.9;1;0.9;1;1;1.1;0.9;0.9;1;1.1;1;1;0.9;1.1;1.1;0.9;0.9;0.9;1;1.1;1.1;1;1;1;1;1.1;1.1;1.1;1.1;1;1.1;0.9;1.1;1.1;0.9;1.1;1;0.9;0.9;0.9
"134";1.1;1;1;1;1.1;1.1;1;1.1;1.1;1.1;1;0.9;1;0.9;1;0.9;0.9;1;0.9;1.1;1;1;1.1;0.9;0.9;1;1.1;0.9;1.1;1;1;0.9;0.9;1;0.9;0.9;1.1;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;1;1.1;1.1;1
"135";1.1;0.9;1;1;1.1;1;1.1;0.9;0.9;1;0.9;0.9;1.1;1.1;1;0.9;0.9;1.1;0.9;1;1.1;1.1;1.1;1;1.1;0.9;1;0.9;0.9;0.9;1;1.1;1;1;0.9;1;0.9;1.1;0.9;1;1;1;1.1;1.1;0.9;1;1.1;1.1;1
"136";1.1;0.9;1.1;0.9;0.9;1.1;1.1;0.9;1;1;1.1;0.9;1.1;1;1.1;1.1;1.1;1;1;1;0.9;1.1;1.1;1;0.9;0.9;0.9;1;1;1;1;0.9;0.9;1;1.1;1;1;0.9;0.9;0.9;1.1;0.9;0.9;1;1.1;1.1;1;1.1;1
"137";1.1;1;1.1;0.9;1;1;0.9;1.1;1.1;1;0.9;0.9;1.1;1;0.9;1;NA;1.1;1.1;0.9;1.1;0.9;1.1;1;1;0.9;1.1;1;1.1;0.9;1;0.9;1.1;1.1;1.1;1;1;0.9;0.9;1;0.9;0.9;1;1;1.1;1;1.1;0.9;0.9
"138";1.1;0.9;0.9;1.1;1.1;0.9;1.1;1;1;1;0.9;1;0.9;1;1;1;0.9;1;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;1.1;1;1;0.9;1.1;1;0.9;1.1;1;1.1;0.9;0.9;1;0.9;1;1;1;1.1;1.1;1.1;0.9;1.1;1.1
"139";1;1;1;1.1;0.9;0.9;1;0.9;1;1.1;1.1;0.9;0.9;0.9;0.9;1.1;NA;1.1;0.9;1;0.9;1;1;1.1;1;0.9;1;0.9;1.1;0.9;1.1;1.1;0.9;1;1.1;1;1.1;0.9;1;1.1;1;1.1;1.1;1.1;1;1;1.1;0.9;0.9
"140";1.1;1;1.1;1.1;1;1;0.9;1;1;0.9;0.9;0.9;0.9;1;0.9;1.1;NA;1.1;1;1.1;1.1;1;0.9;1.1;1;1.1;1.1;1;1.1;1.1;1;1;1.1;1;1.1;0.9;0.9;1;0.9;1;0.9;1.1;0.9;0.9;1;0.9;0.9;0.9;1.1
"141";1.1;1;1;1.1;0.9;1;1.1;1;0.9;1.1;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1;0.9;1;1;1.1;1.1;1;1;1.1;1.1;1;1;0.9;0.9;0.9;1;0.9;1.1;0.9;0.9;1;1.1;1;1.1;0.9;1;1.1;1;1;0.9;0.9;0.9
"142";1;1;0.9;1;1;0.9;0.9;1;1;1.1;1.1;1.1;1;0.9;1.1;1;0.9;1;1.1;1;0.9;1;1.1;0.9;1.1;1;0.9;1.1;1;0.9;1.1;1.1;1.1;1;1.1;1;1.1;0.9;0.9;0.9;1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;1
"143";1;1.1;1;1.1;1;0.9;0.9;1;0.9;1;1.1;1.1;0.9;1.1;1;0.9;0.9;1;1.1;0.9;0.9;1.1;0.9;1;1.1;1.1;1.1;1;1.1;1;1;0.9;1.1;1;1.1;0.9;0.9;0.9;1.1;1;0.9;1;1.1;0.9;1.1;1;0.9;1;1
"144";1;1;0.9;1.1;0.9;1;1;1.1;1.1;1;1;0.9;0.9;0.9;1.1;1;0.9;1;1;1;1.1;1.1;1.1;0.9;1.1;0.9;1;1;0.9;0.9;1.1;1.1;0.9;1;1.1;0.9;1.1;0.9;1.1;1;0.9;1.1;0.9;1;1;1.1;1;1.1;0.9
"145";1.1;0.9;1.1;1;0.9;1;0.9;1.1;1;1.1;1;1.1;0.9;1;1.1;0.9;0.9;1;1.1;1.1;0.9;1.1;0.9;1.1;1.1;1;0.9;1;0.9;1.1;1;1.1;0.9;1.1;1.1;0.9;1;0.9;1;1;0.9;1;1;1;1;1.1;1;0.9;0.9
"146";0.9;0.9;1.1;1;1.1;1;1;0.9;1.1;1;1;1;1.1;1;1.1;0.9;0.9;1;1.1;1.1;1.1;1;1.1;1.1;1;0.9;0.9;0.9;1;1;1;1.1;0.9;1;0.9;0.9;1.1;0.9;1.1;0.9;1;1;0.9;0.9;1.1;1.1;0.9;1.1;1
"147";0.9;1;0.9;1.1;1;1;0.9;0.9;1;1;1.1;1.1;1;1.1;1.1;0.9;NA;1;0.9;0.9;0.9;1;1.1;0.9;1;0.9;1.1;1.1;1;1;1.1;1;1.1;0.9;0.9;1;1.1;1.1;1.1;1.1;1.1;0.9;1;1;0.9;1;0.9;1.1;0.9
"148";1.1;0.9;1;1;0.9;1;0.9;1;1;1;0.9;1.1;0.9;1;0.9;1.1;NA;0.9;1.1;0.9;0.9;1.1;1;0.9;1;1;1.1;1.1;1.1;1;1.1;0.9;1;1.1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;1;0.9;1;1.1;1;1;0.9
"149";1.1;1;0.9;1;1;1.1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;1;0.9;1.1;0.9;0.9;1.1;1.1;1;1;0.9;1.1;1;1;1;1;1;1;1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1.1;1;1;0.9;0.9;1;1
"150";1;1;0.9;0.9;1.1;1.1;1.1;1.1;0.9;1.1;1.1;1.1;0.9;1;1;1.1;NA;0.9;1;1;0.9;0.9;0.9;1.1;1;0.9;1;1;1;1.1;0.9;0.9;0.9;0.9;1;1;1;1;0.9;1.1;1;1.1;1.1;1.1;1.1;1.1;1;0.9;0.9
"151";1.1;0.9;0.9;1.1;1.1;1.1;1.1;0.9;1;1.1;1;0.9;0.9;1;1.1;1;0.9;1.1;0.9;1;1.1;1.1;1;0.9;1.1;1;1;0.9;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;1;0.9;1;0.9;0.9;1;1;1.1;0.9;1;1;1;1
"152";0.9;1.1;1;1.1;1.1;0.9;1.1;1.1;1.1;1.1;0.9;1;0.9;0.9;1.1;1;0.9;1;1;1.1;1;1;0.9;0.9;0.9;0.9;1;1;1.1;1;0.9;1.1;1.1;1.1;0.9;1;1.1;1.1;1;1;0.9;1;1.1;0.9;1;1;0.9;0.9;1
"153";0.9;1.1;1;0.9;0.9;1;0.9;1.1;1;1;0.9;1.1;0.9;1;1;1.1;NA;0.9;1.1;0.9;0.9;1;1;1;0.9;1;1;1.1;1.1;1;1.1;1;0.9;1;1.1;1.1;1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;1.1
"154";1;0.9;0.9;0.9;0.9;1.1;1;1.1;1;0.9;1;1;1.1;1;1.1;1;0.9;0.9;1;0.9;1.1;0.9;1;1;1;1.1;1.1;1;1.1;1;1.1;1.1;1;1;0.9;1.1;1.1;1;0.9;1.1;1.1;1.1;1;0.9;0.9;1.1;0.9;0.9;0.9
"155";1.1;1.1;1;1.1;1.1;0.9;1;1;0.9;1.1;0.9;1.1;0.9;1;1.1;1;1.1;1;1;1;0.9;0.9;1;1;0.9;1.1;1.1;0.9;1;0.9;1;0.9;0.9;1;1;1.1;0.9;1.1;1;1.1;1;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9
"156";1;1;0.9;1;1.1;0.9;1.1;0.9;1.1;1;0.9;1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1;1;0.9;1;1.1;1.1;0.9;1;1.1;1;0.9;1;1.1;1;0.9;1;1;0.9;1.1;1;1.1;1.1;1.1;0.9;0.9;1.1;1.1;1;1
"157";0.9;0.9;1;0.9;1;0.9;1.1;1;1.1;1;1.1;1.1;1.1;1.1;1;1.1;1.1;0.9;1;1;0.9;1;0.9;1;1.1;0.9;1;1;0.9;1.1;1;1.1;1.1;1.1;0.9;1;1;1.1;1;0.9;0.9;0.9;0.9;1.1;1;1;0.9;1.1;0.9
"158";0.9;1.1;1.1;1;1.1;1;1;0.9;1.1;0.9;1;0.9;0.9;1.1;1;0.9;NA;1;1.1;1;1.1;1;0.9;1.1;1.1;0.9;1.1;1.1;1;1;1.1;1.1;0.9;1.1;1;1;1;0.9;0.9;0.9;1;0.9;1;0.9;0.9;1;0.9;1.1;1.1
"159";1.1;1;1;1.1;1;1;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1.1;1;1;1;0.9;1.1;1;0.9;0.9;1;1;0.9;1;1.1;1;1;1.1;0.9;1;1;1.1;0.9;0.9;0.9;0.9;1;0.9;1.1;0.9;1.1;0.9
"160";1.1;1.1;1.1;0.9;0.9;1;1.1;1.1;0.9;0.9;1.1;1.1;1.1;1;1.1;0.9;NA;0.9;1;1;1;1.1;1;1;0.9;1;1;1.1;1;0.9;0.9;0.9;1.1;1.1;1;0.9;1;1;0.9;0.9;1;1.1;0.9;1.1;0.9;0.9;1;1;1.1
"161";1.1;0.9;1.1;0.9;0.9;0.9;1.1;1;1;1.1;0.9;1.1;1;0.9;1;1;0.9;0.9;1;1.1;1.1;0.9;1;1;0.9;0.9;0.9;1.1;1;1;0.9;1.1;1.1;0.9;1.1;1.1;0.9;1;1;1;1;0.9;1.1;1;1.1;1.1;1.1;1;1
"162";1.1;1.1;1.1;1;0.9;1;1.1;0.9;1.1;1.1;0.9;0.9;1;1.1;1.1;0.9;NA;1;1.1;0.9;1.1;0.9;1;1;1.1;1;1.1;1;1;0.9;0.9;0.9;1.1;1;1;1;1.1;0.9;0.9;1;0.9;0.9;1.1;1;1;1.1;0.9;0.9;1
"163";1.1;1.1;1;0.9;1;1.1;1.1;0.9;1.1;0.9;0.9;1;1;0.9;1;1.1;0.9;0.9;1.1;1.1;1.1;1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1;1;0.9;1;1;0.9;1.1;0.9;1;1;1.1;1;0.9;1;1;1.1;0.9;1;1
"164";1.1;0.9;1.1;0.9;1;1;1.1;0.9;1.1;0.9;1.1;0.9;1;1;1.1;0.9;1.1;1;0.9;1.1;1;0.9;0.9;1;0.9;1;1.1;1;1.1;0.9;1;1.1;1;1;0.9;1;1.1;1;0.9;0.9;0.9;1;1.1;1;0.9;1;1.1;1.1;1.1
