"1-1";"2-1";"3-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"6-4";"1-5";"2-5";"3-5";"4-5";"5-5";"6-5";"1-6";"2-6";"3-6";"4-6";"5-6";"6-6";"7-7";"8-7";"9-7";"7-8";"8-8";"9-8";"7-9";"8-9";"9-9";"10-10";"11-10";"10-11";"11-11"
"88";0.9;0.5;1;1.1;2;1.1;1;1.1;1;0.9;0.5;0.9;1;1;0.9;1;2;1;1.1;2;0.9;2;0.5;1;1;2;0.5;0.5;2;1.1;1;0.9;0.9;1.1;1;0.5;2;1.1;0.5;0.9;0.5;2;0.5;1;0.9;2;1;1.1;1.1
"89";1.1;1;0.5;0.5;1.1;2;2;0.9;1.1;0.5;0.5;0.9;1;2;1;0.9;1;1.1;0.9;0.9;1;2;1;2;2;0.9;0.9;0.5;0.5;2;1.1;1;0.5;1.1;1;0.5;1.1;0.9;0.5;0.9;1;1;1.1;2;1;1;1.1;1;2
"90";0.5;1.1;1.1;1;0.9;1;1.1;2;0.5;2;1;1.1;2;1.1;2;0.5;1;2;1;0.5;1;1;2;1.1;1.1;1;2;0.9;1;0.5;1;0.9;1;0.5;1;2;1.1;1.1;0.9;0.9;0.9;0.9;0.9;2;0.5;1;0.9;0.5;0.5
"91";1;1;0.5;1.1;1.1;0.9;1;1;0.9;1;0.5;1;0.9;0.5;1;2;2;0.9;1;0.9;0.5;2;2;1.1;1.1;0.5;2;2;0.9;1;2;0.5;1.1;1;0.9;1.1;1;2;1;0.5;0.5;1.1;1;0.9;2;1.1;0.5;0.9;1.1
"92";0.5;0.5;2;1;0.5;1.1;1.1;1.1;1;1.1;1;0.9;0.9;0.5;2;1;1;1;0.5;0.9;1.1;2;1;1;1;2;0.5;0.5;1;1.1;0.9;0.5;0.9;2;1;0.9;1;2;2;1.1;1.1;1;0.9;0.9;1.1;2;0.5;2;0.9
"93";0.5;1.1;1.1;0.5;2;1;2;1.1;2;0.9;0.5;0.9;1.1;0.5;0.9;1;0.9;2;1;0.9;1;1.1;2;1;0.9;1;1.1;1;0.5;1;2;0.5;1;1.1;0.9;1;1;0.9;1.1;1.1;2;2;0.5;0.5;1;0.5;1;0.9;2
"94";1;1.1;1;0.9;0.9;0.5;0.5;1.1;0.9;1;0.9;0.5;1.1;1;1.1;1;0.9;1.1;1;1;1;2;0.5;1.1;2;2;1.1;2;2;1.1;0.5;1;1;1;1.1;2;1;0.9;2;0.9;0.5;1;0.5;2;0.9;2;0.5;0.5;0.9
"95";0.5;0.5;2;1;1.1;1;1.1;0.9;0.5;2;0.9;0.9;1.1;0.5;0.5;1;2;1.1;1;2;1;0.9;0.9;2;0.9;1;1;2;1;2;2;1;1.1;1.1;0.9;1.1;0.9;0.5;1.1;0.5;1;1;1.1;2;0.5;1;0.9;1;0.5
"96";1;1.1;1.1;1;0.5;0.9;1;1;0.5;2;0.9;1;1;1.1;0.5;0.9;0.5;0.5;1;2;1.1;1;0.5;0.9;1;0.5;1;1;2;1;0.9;1.1;2;2;0.5;1.1;0.9;1.1;0.9;2;1;0.5;2;0.9;1.1;0.9;2;2;1.1
"97";2;0.9;2;0.5;1;2;2;0.9;0.5;1;1.1;2;2;1;1.1;0.5;0.9;1;0.5;1;0.9;1;1;1.1;1;1.1;1.1;0.9;2;1;1;1;0.9;0.5;1.1;1;0.5;2;1;0.9;0.5;1.1;0.9;2;1.1;0.5;0.5;1.1;0.9
"98";0.5;0.5;1;1.1;2;1;0.5;1.1;0.9;1;0.9;1;1;0.9;1.1;1.1;2;1;1.1;1.1;1;0.5;1.1;1;1;2;2;0.9;0.5;0.5;1;0.9;2;1;2;1;0.9;1;0.5;2;1.1;1.1;2;2;0.9;0.5;0.5;0.9;0.9
"99";1.1;1;1.1;0.5;1;0.9;0.9;2;0.5;1;1;2;2;1;2;0.9;1;0.9;1.1;1;1;0.5;0.5;1;1;0.5;1.1;1.1;1.1;2;0.5;1.1;0.5;2;1.1;2;1;2;0.9;0.9;0.9;0.9;0.9;1;0.5;1.1;0.5;1;2
"100";1.1;0.5;1.1;2;2;1;1;1;0.5;0.5;1;1.1;1.1;1;1;0.5;2;0.9;0.5;2;1;2;0.9;1.1;0.5;1.1;2;2;2;0.9;1;0.9;1.1;0.5;0.9;0.9;1.1;0.9;0.9;2;1;0.5;1;0.5;1;1;1.1;1;0.9
"101";1.1;1;0.5;1.1;2;0.9;1.1;1;0.9;1;0.9;1.1;1.1;0.5;0.9;0.9;2;1;2;1;0.9;0.5;0.5;1;2;1;1;1;2;0.5;0.9;1.1;1;2;0.9;2;2;1;1.1;0.5;0.9;0.5;1;1.1;1.1;0.5;0.5;2;1
"102";1;0.5;1;2;1;1.1;1.1;2;0.5;2;1;0.9;1;2;1;0.9;0.9;0.5;0.5;2;0.9;0.5;1.1;1;1.1;2;2;0.5;1;2;1.1;1.1;1;1.1;1;0.5;1;1;0.9;0.9;0.9;1.1;0.5;2;0.9;0.9;1.1;1;0.5
"103";1;1;1;2;0.9;1.1;1.1;0.5;2;0.5;1;1.1;1.1;2;0.9;2;0.5;1;2;0.5;1;2;0.5;1.1;0.9;0.9;0.9;0.9;1.1;1;1.1;1;2;0.9;1;0.5;0.5;0.5;1;0.5;1.1;1;0.9;1;0.9;2;2;1;1.1
"104";1.1;1.1;0.9;1.1;1;0.9;0.5;1.1;1;0.9;2;1.1;2;1.1;1;0.5;2;0.9;1;1;2;0.5;2;1.1;0.5;1;1;2;0.5;0.5;1;0.5;0.5;1;1;1.1;0.9;0.9;0.9;1.1;0.9;0.9;0.5;2;1;1;2;2;1
"105";1.1;0.5;2;1.1;1;2;1;2;0.9;0.5;2;1;1.1;0.9;0.5;1;0.9;1.1;0.5;1;1;2;1.1;0.5;1;0.9;1.1;0.9;1;1.1;1;0.5;0.9;0.5;0.9;2;2;0.9;0.9;2;1.1;1;1;0.5;1;2;1.1;1;0.5
"106";1;1.1;0.5;1.1;2;1;2;0.9;1;0.9;1.1;0.9;0.9;1;1;0.5;0.5;2;1;2;1.1;0.5;0.9;2;1;0.9;1.1;1;1.1;0.9;0.5;1.1;2;1.1;1;0.9;0.5;0.5;2;1;0.9;1;1;0.5;0.5;2;1.1;2;1
"107";1;1;0.5;1;0.9;1.1;0.9;2;2;0.9;1.1;1;1;0.5;0.5;1.1;1.1;0.5;1;1;2;0.5;0.9;1.1;1;0.5;1.1;1.1;1;1.1;0.5;0.9;2;2;0.9;1;1;0.5;0.9;1;0.9;2;1.1;0.5;1;2;0.9;2;2
"108";1;1.1;1;2;1;0.5;0.5;1;2;1;0.5;0.9;0.9;0.9;1;0.9;0.9;1.1;1.1;1.1;1;0.5;2;0.5;2;0.9;2;2;0.9;1;2;0.9;1.1;1.1;0.9;0.5;1;1;0.5;2;2;0.5;1;0.5;1.1;1;1.1;1;1.1
"109";0.5;2;1.1;0.5;1.1;2;1;0.5;1;1.1;1;0.9;0.9;2;1;1;1.1;2;1;2;0.9;1.1;0.5;0.9;1;1.1;2;0.9;0.5;0.9;1;0.9;0.5;0.5;1;0.5;1.1;1.1;2;2;1;2;0.5;1;1.1;0.9;1;0.9;1
"110";0.9;1;1;2;1.1;1.1;1;1.1;0.5;0.5;0.5;0.9;0.9;1;1.1;1;0.5;1.1;2;1.1;2;2;0.9;0.5;1.1;1;0.9;1;1.1;0.5;2;0.5;1.1;1;0.9;0.9;0.9;1;0.5;2;2;1;0.5;2;1;2;1;1;0.9
"111";1.1;1.1;1.1;1;2;0.9;1.1;0.9;0.9;0.5;1;2;0.5;1;1;0.5;1;2;2;1;0.5;1;0.5;0.5;0.9;0.9;2;2;0.5;1;0.5;1;1;1.1;0.5;1.1;0.9;0.9;0.9;2;1.1;1;0.9;1.1;1;1.1;1;2;2
"112";1;2;2;0.9;1.1;1.1;1.1;1.1;1;2;0.9;1.1;0.5;0.5;1;2;1;2;1;2;1.1;1;2;0.5;0.9;0.5;1;0.9;1;0.5;0.5;0.9;0.5;0.9;1;1;0.9;1;1;1.1;1;0.5;0.9;2;2;0.5;1.1;1.1;0.9
"113";2;1;1;0.9;1;2;0.5;0.9;1;2;2;1;1.1;2;1.1;0.5;0.9;0.5;1;1.1;1;2;1;2;1;2;0.9;1.1;1.1;1.1;0.5;0.5;0.9;0.5;1.1;0.9;1;0.9;0.5;0.5;0.9;1;1.1;1;1.1;2;0.5;1;0.9
"114";1.1;0.5;2;1.1;0.5;1;1;1;2;1;1.1;2;2;2;0.5;0.5;0.5;0.9;0.9;1.1;2;1.1;0.9;0.9;1.1;2;1;1.1;0.9;1;2;1;0.5;0.9;1;1.1;0.5;0.9;2;1;0.9;0.5;1;1;1.1;1;0.9;1;0.5
"115";0.9;1.1;1;0.9;1;1.1;1;1;0.5;0.9;0.5;1.1;1;2;1;0.5;0.9;2;0.5;1;1.1;0.9;1;1.1;1;0.5;1;1;2;1.1;1;2;1;2;1.1;2;0.9;0.5;2;0.9;1.1;1.1;0.5;2;0.5;2;0.5;0.9;0.9
"116";0.5;0.9;1;1;0.5;1;0.5;1;2;1.1;1;2;2;1.1;0.9;1;2;1.1;2;0.5;1.1;0.9;1.1;1.1;0.9;2;2;0.5;0.9;0.9;1;1.1;0.5;0.5;0.5;1;1;0.9;2;1.1;1;1;2;1;1.1;1;0.5;0.9;0.9
"117";1.1;0.9;1.1;2;1;2;2;1.1;0.9;0.5;1.1;1;2;1;2;0.5;1;1.1;0.9;2;1.1;0.5;1;2;1;0.9;2;2;0.9;0.5;0.5;1.1;1;1;1;0.9;1;1;0.5;1;1.1;0.5;0.9;0.9;1;1.1;0.9;0.5;0.5
"118";1.1;2;1;2;1;2;1;0.5;2;1.1;0.5;0.5;0.9;0.9;1.1;0.5;1;0.5;1;0.9;1;1.1;2;2;0.9;1;0.5;0.5;0.5;1.1;0.9;1.1;1;1;0.5;2;1.1;1;2;0.9;1.1;1;1.1;0.9;1;2;0.9;1;0.9
"119";1;1.1;1;0.5;2;0.9;1;2;1;2;0.5;1.1;0.5;1.1;0.5;1;1.1;1;1.1;2;0.5;1.1;0.5;2;0.9;1.1;0.5;1;2;1;1;0.9;0.9;2;0.5;2;0.9;1;1;2;0.5;1.1;0.9;0.9;1.1;0.9;1;0.9;1
"120";0.5;1.1;2;1;0.5;1;1.1;0.9;0.9;0.5;0.9;0.9;1;1;1.1;1.1;1;1;1;0.9;0.5;2;0.9;1;0.5;2;0.9;2;1.1;1;0.5;2;0.5;0.5;1.1;2;2;1;0.9;1;2;2;1.1;0.9;1;0.5;1.1;1;1.1
"121";1;0.5;2;1;1;0.9;1;2;1;2;0.5;1.1;0.5;1.1;0.9;2;1;0.9;0.9;2;0.5;1;1.1;2;1.1;0.5;1.1;1;0.9;1;2;1.1;1.1;2;2;0.9;0.9;1;0.9;0.5;1;0.5;1.1;1;0.5;1;1.1;0.9;0.5
"122";1.1;2;1;2;0.5;0.5;1.1;2;0.9;0.5;1;1.1;1;0.9;1;1;1;1;2;1.1;0.5;0.9;1.1;1.1;0.9;2;0.5;1;1;0.5;1;0.9;2;2;1;0.9;0.5;1;0.9;1;0.5;0.9;0.5;2;1.1;1.1;2;0.9;1.1
"123";1.1;0.5;0.5;1;2;1.1;1;2;0.9;1.1;1.1;1;2;1;1;2;0.9;0.9;0.5;2;1;0.9;2;0.9;1;0.9;1.1;1;0.9;0.9;1.1;0.5;1.1;1;2;0.5;1;0.5;1;2;1;0.9;0.5;1.1;0.5;0.5;1.1;2;1
"124";0.9;1.1;0.5;2;0.9;1;0.9;0.5;1.1;0.5;1;0.5;2;2;1.1;0.9;1;2;1;1;0.5;1.1;0.9;0.5;1.1;0.9;0.5;1;1;2;1.1;0.9;2;1.1;1.1;1;2;1;1;0.9;1;2;2;0.5;0.5;0.9;1;1;1.1
"125";0.5;0.5;1.1;0.5;1;1.1;2;0.9;0.9;2;0.9;0.5;1;1.1;1;2;0.5;0.5;1;0.5;1.1;1.1;1.1;1;1.1;0.5;1;0.9;1;1;1.1;2;0.9;0.5;1;1;2;1.1;0.9;1;0.9;1;1;0.9;2;0.9;2;2;2
"126";1.1;1.1;0.9;2;1;0.5;0.9;1;1.1;2;0.5;1;0.5;0.9;1;1;0.9;1.1;0.9;1;1;1;1.1;1.1;0.9;0.9;0.5;1;0.5;1;1;1.1;0.5;1;2;2;2;1;0.9;0.5;2;2;1.1;1.1;2;0.9;0.5;0.5;2
"127";1;1.1;1.1;1.1;0.9;1.1;0.5;0.9;1;1;0.5;1;2;0.5;1;1.1;2;0.9;0.5;1;1;0.9;1;2;2;1.1;0.5;1;0.5;2;1.1;0.9;0.9;0.9;1;2;1;1;2;2;1.1;1;0.5;0.5;2;0.9;0.9;1.1;0.5
"128";1.1;2;1;0.5;0.9;0.5;0.9;1.1;0.5;1;0.5;1.1;0.9;1;0.9;1;1.1;2;1;0.5;1;2;1.1;1.1;0.9;2;2;1;0.5;2;2;0.9;1;1;0.9;0.9;1;1.1;2;1.1;1;0.5;0.5;2;1;1.1;1;0.9;0.5
"129";0.9;2;1.1;1.1;1.1;0.5;1.1;1;1.1;1;0.9;1.1;1;0.5;2;1;1;2;0.5;1;0.5;0.9;0.9;1;1;0.5;0.9;1.1;0.9;1;2;1;1;1;0.5;0.5;0.9;2;2;0.5;2;1.1;0.9;2;1.1;0.5;0.9;2;1
"130";1;1;1.1;0.9;2;0.5;1;0.9;0.9;0.5;1.1;1;0.5;0.9;0.9;1;0.5;2;1.1;1;1;0.5;0.9;1.1;1.1;1.1;1;2;1;2;2;0.5;1;0.5;0.9;2;0.9;1;1;2;1.1;0.9;2;0.5;2;0.5;1.1;1;1.1
"131";0.5;0.5;0.5;0.5;0.9;0.5;2;2;2;0.9;0.9;1;1;1;1.1;2;1.1;0.5;0.9;1;1.1;0.5;2;2;0.9;1;0.9;0.9;1;1.1;1;1.1;1;0.5;0.9;1;1;0.9;1.1;2;1;1.1;1.1;2;2;0.5;1;1.1;1
"132";1;0.5;1.1;1;2;1;2;0.5;0.9;0.9;0.5;2;0.9;2;1;1;0.9;0.5;2;1;1.1;1;0.9;2;0.5;0.9;0.5;1.1;0.9;1.1;1.1;0.5;1.1;2;1;2;1.1;1;2;1.1;1;1.1;0.5;0.9;1;0.5;1;0.9;1
"133";2;0.5;2;0.5;0.5;1;0.9;0.9;1;1;0.5;0.9;1.1;1.1;0.9;1;1.1;1.1;0.9;1;1;0.5;1.1;2;1;2;0.9;0.9;1.1;1.1;1;1;0.5;1.1;1.1;2;0.5;2;2;1;1;0.9;2;2;1;0.5;1;0.5;0.9
"134";0.9;0.9;1;1;2;1.1;1;1;1;2;0.5;1.1;1;2;1;0.9;1.1;2;0.9;2;2;1.1;1;0.5;0.5;1.1;2;0.5;0.5;0.9;0.9;1;0.5;0.5;0.9;1.1;1;0.5;0.9;2;1;1.1;0.5;1.1;1;0.9;1;2;1.1
"135";0.9;1.1;0.9;1.1;1.1;1;0.9;0.9;2;0.9;2;1;1;2;1.1;1.1;0.5;1;2;0.5;0.5;1;1;1;1;1;0.5;1;1.1;0.5;0.5;1;1.1;2;1;0.9;1.1;0.9;0.5;0.5;0.9;0.9;2;1.1;0.5;2;1;2;2
"136";1;0.5;2;0.9;1.1;0.5;2;2;2;1.1;1;0.9;1;0.5;0.5;0.5;0.9;2;0.9;2;1;1;1.1;0.9;2;1;1;1.1;0.9;1.1;1.1;1.1;0.5;1;2;0.5;1;1;2;0.5;1.1;0.5;1.1;0.9;1;0.9;0.9;1;1
"137";1;2;1;0.9;0.9;2;1;1.1;1.1;1;2;0.9;1;1;0.9;1;1.1;0.5;1.1;1;0.5;1.1;0.5;2;0.5;0.5;0.9;2;1;0.9;0.5;0.5;2;0.5;2;1.1;2;2;0.5;1;1;0.9;0.9;1.1;1;1.1;1;0.9;1.1
"138";1;0.9;1.1;1.1;1;1;0.9;0.5;0.5;1;2;2;0.5;1;0.5;2;1;1.1;1;1;0.5;1.1;2;1;1;0.9;2;1;1;0.9;2;0.5;0.9;1.1;0.9;1.1;0.5;1.1;0.5;1.1;0.5;1;2;0.9;2;2;1.1;0.9;0.9
"139";1;1.1;0.5;1.1;0.9;1;0.5;1.1;0.5;0.9;0.9;1.1;1;0.5;1.1;2;0.9;1;0.9;2;2;2;0.9;0.9;1;2;1.1;2;0.5;2;0.5;2;1;1;0.5;1;0.5;2;0.9;0.5;1;1;1;1.1;1;1;0.9;1.1;1.1
"140";2;0.9;1;2;1;1;1.1;0.9;2;1.1;1;2;0.5;2;1;1;2;2;0.5;2;1;0.5;1;1.1;2;1.1;0.5;0.5;0.9;0.5;0.5;0.5;0.5;1;1.1;0.9;1.1;1.1;0.9;1;1.1;0.9;1;0.9;1;1;0.9;1.1;0.9
"141";1.1;0.5;0.9;1.1;1;1;1.1;1;1;1.1;0.5;0.5;0.9;0.5;2;2;0.9;0.9;2;1;0.5;0.5;1;0.9;0.9;1;2;1.1;1;0.5;1;1;1.1;0.5;0.9;2;1.1;0.9;1;2;1;1;2;1.1;2;1.1;0.5;2;0.9
"142";1;1;0.9;0.9;1;2;1;2;1.1;2;1.1;0.9;1.1;1;1.1;1.1;1;0.5;1;1;0.5;2;1.1;1;0.5;0.9;1;0.5;0.9;0.5;1.1;2;0.9;0.5;1.1;1.1;0.9;1;1;2;2;2;1;0.5;0.9;0.5;0.9;2;0.5
"143";1.1;2;0.9;0.9;0.5;0.9;2;1;1;1;0.5;0.5;1;2;1;1.1;2;1.1;1;1;1.1;0.9;2;1.1;1;1;1;0.9;0.9;0.9;0.5;2;1;1;2;2;1;0.5;0.9;1.1;2;0.5;1.1;1.1;0.5;0.5;0.5;0.9;1.1
"144";2;2;0.5;1;0.9;0.5;0.5;1;1;2;1;2;0.5;1.1;1;0.5;0.9;1;2;2;0.9;0.5;1;1;1;0.9;2;1.1;1.1;0.9;1;0.5;1.1;0.9;1.1;2;1;1.1;0.9;1.1;1.1;0.9;2;0.5;1.1;0.9;1;1;0.5
"145";2;1.1;1;1.1;1;1.1;0.9;1;1;0.5;1;1.1;1;1;2;2;1.1;0.5;2;0.9;1.1;0.9;0.5;1;1.1;2;1.1;0.5;0.5;0.9;1;1;2;1;2;1.1;1;0.9;1;0.9;0.5;0.9;2;0.9;0.9;0.5;2;0.5;0.5
"146";2;1;0.5;2;2;0.5;1.1;0.9;2;1.1;1;1;0.5;1.1;2;0.5;1;0.9;0.5;1.1;2;0.9;1;1;0.9;1.1;2;0.9;0.5;1;1;0.9;1.1;1;2;1;1.1;0.5;0.9;1;1.1;1;0.5;2;0.5;1.1;0.9;0.9;1
"147";0.5;2;1;1;1.1;0.9;1.1;1.1;0.5;0.5;0.9;1.1;0.5;1;1;0.5;0.9;2;1.1;2;1.1;0.9;1.1;1;2;0.5;2;2;0.9;0.9;2;1;0.9;0.5;2;0.5;1;0.5;0.9;1;1;0.9;1;1;1;1;2;1.1;1.1
"148";1;0.5;1;0.5;2;2;1;0.5;1.1;0.5;0.9;0.5;2;2;0.9;0.5;0.9;2;1;0.5;1;1.1;2;1;0.9;1;1.1;1.1;2;1;1.1;2;1;1.1;1;1.1;0.9;0.5;1.1;0.9;1;0.5;1;1.1;1;0.9;0.9;0.9;2
"149";1.1;1;0.5;1;1.1;0.5;0.9;2;1.1;1;1;0.5;0.9;1.1;1;0.5;1;0.5;1;1;1.1;2;1.1;2;1;2;2;2;0.9;2;1;0.9;1.1;0.5;0.5;1;2;1;0.9;1.1;0.9;1.1;0.5;2;0.9;1;0.9;0.9;0.5
"150";1.1;0.9;0.5;0.5;1.1;0.9;1;1;0.9;1;1;1;0.9;0.5;1;1;0.5;2;2;2;1.1;1.1;2;2;0.9;0.5;2;0.5;1.1;1.1;2;0.9;2;1;1.1;0.5;0.9;1.1;0.9;1;1;1;0.9;1;1.1;0.5;0.5;2;1
"151";1;1;0.5;1;2;0.5;0.9;2;0.9;2;1.1;2;0.9;0.9;2;1;1;0.9;1.1;1;1;1.1;2;0.5;1;0.9;0.5;1;1;0.5;0.9;2;2;0.5;1.1;0.5;2;0.9;1;0.5;1.1;1;0.5;1.1;1.1;0.9;1;1.1;1.1
"152";2;1;1;0.9;2;1.1;2;1;1;1;0.5;2;1.1;0.5;1.1;0.9;0.5;1;0.9;1.1;0.5;0.9;1.1;1;1;1;1;0.9;0.9;2;1.1;1;2;1.1;0.5;0.9;0.5;1;0.5;2;0.5;2;0.5;1.1;0.9;2;1.1;0.9;1
"153";0.9;2;1;2;2;0.9;0.9;2;1;0.5;0.5;0.5;1;1;2;1;0.9;1.1;0.5;1;0.9;1;0.9;0.5;1.1;1.1;0.9;1.1;1.1;2;0.9;0.5;1.1;0.5;0.5;1;1;2;1.1;1.1;0.5;2;2;1.1;1;1;0.9;1;1
"154";0.9;1.1;1;0.9;1.1;0.5;0.5;0.5;0.9;2;1;1;1.1;1.1;1;2;2;2;1.1;2;1;1.1;2;0.9;1.1;1;1;0.9;1.1;1;0.5;2;0.5;0.9;0.5;0.9;2;0.5;1.1;1;0.9;1;1;1;0.9;0.5;0.5;1;2
"155";0.9;2;2;0.5;0.5;1;0.5;1;2;2;1;0.5;1.1;0.9;1;1;0.5;1.1;1.1;1.1;0.5;0.9;0.5;0.5;2;0.9;0.9;1;2;0.9;1.1;2;1;1.1;1.1;0.5;1;0.9;1;1;1;1.1;2;1;1;1.1;2;0.9;0.9
"156";1;0.9;1;1;0.9;0.5;1;1.1;0.9;1;1;2;0.5;0.5;2;1.1;2;0.5;0.9;0.9;2;0.9;1.1;1.1;1;2;1.1;0.5;1;1;1;1.1;0.5;0.9;0.5;1;2;1.1;1.1;0.5;2;1.1;2;0.9;0.5;1;0.9;1;2
"157";0.5;0.5;2;1.1;1;0.9;0.5;0.9;0.9;1.1;0.5;1.1;1;2;0.5;1;1;1;1;1.1;0.9;0.9;2;2;0.9;2;0.5;2;2;0.9;0.9;1.1;0.5;2;1;0.5;1;1;1;1.1;1;1;1;0.9;1.1;0.5;1.1;2;1.1
"158";1;1.1;1;1;0.9;0.9;1.1;0.5;2;0.5;0.5;0.5;1;0.5;2;0.9;1.1;2;1.1;0.5;1;0.9;1.1;0.9;1;2;2;1;1.1;1;2;1.1;2;2;0.5;0.9;0.9;1.1;1;2;0.5;1;1.1;1;0.9;0.5;1;0.9;1
"159";2;2;1;0.9;0.5;1.1;0.5;1.1;0.5;2;0.9;2;1.1;2;0.9;1.1;2;1.1;0.9;0.5;2;1.1;0.5;1;0.5;2;1;1;1.1;2;1.1;0.9;1;0.5;0.5;1;0.5;1.1;1;0.9;0.9;1;1;1;0.9;0.9;1;1;1
"160";1.1;1.1;1;2;0.5;0.9;2;1;0.9;0.5;1;2;0.5;2;1;2;2;1;1.1;0.5;0.9;2;2;2;0.5;1;1.1;1;0.9;1.1;0.9;0.5;1.1;1;1;0.5;0.5;1.1;0.9;1.1;0.9;0.9;1;1.1;0.5;0.9;1;1;1
"161";0.9;1;0.9;1.1;0.5;1.1;0.5;2;1.1;1;2;0.5;2;1.1;0.9;2;1;0.9;1;0.5;2;2;1;1;0.9;1;0.5;0.9;1.1;0.9;1;2;2;1.1;0.9;0.5;1;1.1;0.5;1.1;2;1;1;0.5;1;1;0.9;1.1;0.5
"162";0.5;0.5;1;1;2;1;0.5;1.1;0.5;0.5;0.9;0.9;1.1;1.1;1.1;1;0.5;1.1;1;1.1;2;0.9;2;2;0.9;2;0.9;1;0.9;0.9;1;0.5;1;1;0.9;0.5;1.1;0.5;2;1;2;2;1;0.9;1;1.1;1;2;1.1
"163";0.5;0.5;0.5;0.9;2;1;1;1.1;1.1;2;1;0.9;0.9;2;1;0.9;0.5;0.5;1;1;1.1;1;0.9;1.1;1;2;1;0.9;1;1;1.1;2;2;2;0.9;1.1;1;2;1.1;0.9;0.5;0.9;0.5;1.1;1;2;1.1;0.5;0.5
"164";0.5;2;0.9;0.5;1;1;1;0.5;1.1;0.5;2;2;1;1.1;0.5;1;1;0.9;2;0.5;1;1.1;1;0.5;0.5;1.1;1.1;0.9;2;0.9;0.9;0.9;1;0.9;0.9;1;1.1;2;2;1.1;2;2;1;1.1;1.1;0.5;0.9;1;1
"165";1;0.9;2;0.5;1.1;1;0.9;0.9;0.9;1;1.1;2;0.5;1;1;1;1;1.1;1;0.5;2;2;2;1.1;0.5;0.5;1;1.1;1;1.1;2;0.9;0.9;0.9;0.5;0.5;1.1;1;1.1;0.5;0.9;2;2;0.9;0.5;1;2;1;1.1
"166";2;1.1;0.9;0.5;1;1.1;0.5;1;1.1;2;0.9;1;1;2;0.9;1;1;1;2;2;0.5;0.9;1.1;2;1;1;2;0.9;1.1;2;0.5;1.1;0.5;0.5;0.9;0.5;0.9;0.5;1.1;2;0.5;1;1;0.9;1.1;1;1;0.9;1.1
"167";2;1;0.9;2;0.9;1;2;0.9;1;1.1;1.1;1;1.1;1;1;0.5;1;0.9;1;2;0.5;0.5;0.5;0.9;1;2;1.1;1.1;0.5;2;0.5;1;2;0.9;0.9;0.5;1.1;1;1;0.5;0.5;0.9;1.1;1.1;2;0.9;2;1;1.1
"168";1;1;0.5;1;1;0.5;1;0.9;1;1;0.5;0.5;0.9;2;1;2;0.9;2;0.5;0.5;2;1.1;2;0.5;0.9;2;2;0.9;1;1;1.1;1.1;1;0.9;1.1;1;1.1;2;1.1;0.5;1.1;1.1;0.9;0.9;1.1;0.9;2;0.5;1
"169";1;1;0.9;1;2;0.5;0.5;1;1;0.5;2;0.5;1;1;1.1;1.1;2;0.9;0.9;0.9;2;1.1;0.5;0.5;0.9;1.1;1;1;0.9;0.9;2;1;2;1.1;0.5;0.5;1;1.1;1.1;1.1;1.1;2;0.9;2;1;2;0.9;0.5;1
"170";0.9;2;1;1.1;2;1;0.9;2;1;1;0.5;0.9;0.9;0.5;1;1.1;1;1.1;0.9;0.5;0.5;1;0.9;2;0.5;2;0.9;2;0.9;1.1;1.1;0.5;0.9;1;1.1;2;1;1.1;2;2;1.1;0.5;1;0.5;1;0.5;1;1;1.1
"171";1;2;0.5;0.9;1;2;1;2;1.1;1;1.1;0.5;1;2;1;1.1;2;1.1;0.5;0.9;0.9;0.9;1.1;1;0.5;0.5;1;0.5;2;0.9;0.5;0.9;2;0.9;0.9;0.5;1.1;1;0.5;1.1;2;2;0.9;1.1;1.1;1;1;1;1
"172";1;0.9;1;1;1;0.5;0.9;0.9;2;1;1;0.5;1.1;0.5;0.9;1;1.1;1.1;1;2;2;1;0.9;1;1.1;1;2;0.5;0.5;0.9;1;1.1;2;0.5;1;0.9;0.5;1.1;0.9;2;0.5;0.9;1.1;2;1.1;1.1;2;0.5;2
"173";1;1;0.9;0.5;1.1;1;2;0.9;1.1;2;1;0.5;1;0.9;1;2;0.9;1.1;1;1;1.1;0.5;1;0.9;2;2;2;1;0.5;0.5;1.1;1.1;0.9;1.1;0.5;0.5;1;2;0.9;0.9;0.5;1;0.5;2;0.9;1.1;1;2;1.1
"174";1;0.9;1.1;1;0.5;0.5;1.1;1;1;1;0.9;1;0.5;1;0.9;1;1;0.5;1.1;2;2;0.9;1;0.5;0.9;1;1.1;0.5;0.5;1.1;1.1;1;2;2;0.9;1.1;0.9;2;2;1;0.9;2;2;2;0.5;0.9;1.1;1.1;0.5
"175";1.1;1;1;1;1.1;2;0.9;0.9;2;0.9;0.5;1.1;1;0.5;0.9;1.1;0.5;1.1;1;0.5;1;0.5;1;1;1;2;1;2;1.1;0.5;2;2;0.9;1;2;1.1;2;0.9;0.5;1;0.9;0.9;0.9;0.5;1.1;2;1;0.5;1.1
